selector,preference_index,preference,selected_policy_id,selected_utility,selected_passed_strict,selected_near_strict,selected_strict_margin,selected_business_return,selected_cost_return,selected_mean_violation,selected_final_critical_compromised_hosts,selected_high_disruption_action_rate
strict_lexi,35,"[0.3, 0.5, 0.2]",stage2_ext_005_obj_0,-209.8982391357422,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,35,"[0.3, 0.5, 0.2]",stage1_pref_000_ckpt_096,-200.8579864501953,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,36,"[0.3, 0.6, 0.1]",stage1_pref_000_ckpt_191,-179.19482421875,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,36,"[0.3, 0.6, 0.1]",stage2_ext_005_obj_0,-218.91603088378906,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,36,"[0.3, 0.6, 0.1]",stage1_pref_000_ckpt_096,-210.08973693847656,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,37,"[0.3, 0.7, 0.0]",stage1_pref_000_ckpt_191,-186.17701721191406,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,37,"[0.3, 0.7, 0.0]",stage2_ext_005_obj_0,-227.93380737304688,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,37,"[0.3, 0.7, 0.0]",stage1_pref_000_ckpt_096,-219.32147216796875,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,38,"[0.4, 0.0, 0.6]",stage2_ext_006_obj_1,-172.607666015625,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
strict_lexi,38,"[0.4, 0.0, 0.6]",stage2_ext_005_obj_0,-211.6163330078125,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,38,"[0.4, 0.0, 0.6]",stage1_pref_000_ckpt_096,-197.91099548339844,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,39,"[0.4, 0.1, 0.5]",stage1_pref_000_ckpt_191,-179.73269653320312,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,39,"[0.4, 0.1, 0.5]",stage2_ext_005_obj_0,-220.63412475585938,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,39,"[0.4, 0.1, 0.5]",stage1_pref_000_ckpt_096,-207.1427459716797,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,40,"[0.4, 0.2, 0.4]",stage1_pref_000_ckpt_191,-186.71490478515625,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,40,"[0.4, 0.2, 0.4]",stage2_ext_005_obj_0,-229.6519012451172,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,40,"[0.4, 0.2, 0.4]",stage2_ext_005_obj_0,-229.6519012451172,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
utility_argmax,41,"[0.4, 0.3, 0.3]",stage1_pref_000_ckpt_191,-193.6970977783203,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,41,"[0.4, 0.3, 0.3]",stage2_ext_005_obj_0,-238.669677734375,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,41,"[0.4, 0.3, 0.3]",stage2_ext_005_obj_0,-238.669677734375,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
utility_argmax,42,"[0.4, 0.4, 0.2]",stage1_pref_000_ckpt_191,-200.67929077148438,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,42,"[0.4, 0.4, 0.2]",stage2_ext_005_obj_0,-247.68746948242188,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,42,"[0.4, 0.4, 0.2]",stage1_pref_000_ckpt_096,-234.83795166015625,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,43,"[0.4, 0.5, 0.1]",stage1_pref_000_ckpt_191,-207.6614990234375,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,43,"[0.4, 0.5, 0.1]",stage2_ext_005_obj_0,-256.70526123046875,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,43,"[0.4, 0.5, 0.1]",stage1_pref_000_ckpt_096,-244.0697021484375,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,44,"[0.4, 0.6, 0.0]",stage1_pref_000_ckpt_191,-214.64369201660156,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,44,"[0.4, 0.6, 0.0]",stage2_ext_005_obj_0,-265.7230224609375,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,44,"[0.4, 0.6, 0.0]",stage1_pref_000_ckpt_096,-253.3014373779297,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
